W/T,imageID,C,style,sex,surveyID,train/vali,R_id
W,07811,80,powersuit,W,125495,vali,63479.0
W,18992,70,military,W,098361,vali,
W,19003,50,feminine,W,153551,vali,64583.0
W,15497,70,hippie,M,199961,vali,66573.0
W,04324,90,hiphop,M,092307,vali,
W,47169,70,hippie,W,091745,vali,
W,16738,50,ivy,M,028685,vali,
W,14055,60,minimal,W,123494,vali,63435.0
W,15756,70,hippie,M,121663,vali,63392.0
W,06531,60,mods,M,046982,vali,
W,10073,70,hippie,M,093991,vali,
W,11726,50,feminine,W,123020,vali,63424.0
W,17787,50,ivy,M,115380,vali,62941.0
W,27700,70,hippie,M,022201,vali,
W,54465,80,bold,M,202374,vali,66681.0
W,16047,70,hippie,M,099505,vali,
W,18737,50,feminine,W,087086,vali,
W,24931,50,ivy,M,087560,vali,
W,28925,90,hiphop,M,144760,vali,64221.0
W,10504,00,oriental,W,134577,vali,63736.0
W,26324,70,hippie,M,170998,vali,65050.0
W,16283,90,hiphop,M,138231,vali,63930.0
W,02498,50,feminine,W,136681,vali,63840.0
W,29251,10,sportivecasual,M,143371,vali,64168.0
W,16693,70,hippie,M,008391,vali,
W,38869,00,ecology,W,151015,vali,64503.0
W,12530,90,hiphop,M,133815,vali,63718.0
W,26200,50,ivy,M,142657,vali,64128.0
W,01389,10,sportivecasual,W,131927,vali,63630.0
W,17305,70,hippie,M,195300,vali,66403.0
W,54465,80,bold,M,174205,vali,65139.0
W,17857,00,metrosexual,M,137585,vali,63910.0
W,18093,00,ecology,W,129180,vali,63564.0
W,15497,70,hippie,M,138213,vali,63930.0
W,44520,70,punk,W,052484,vali,
W,17742,80,bold,M,191157,vali,66089.0
W,53112,90,lingerie,W,174328,vali,65141.0
W,02333,90,hiphop,W,087023,vali,
W,01463,60,mods,M,116236,vali,63042.0
W,19352,50,feminine,W,200542,vali,66592.0
W,09154,50,ivy,M,157764,vali,64722.0
W,11936,00,oriental,W,004970,vali,
W,00161,60,space,W,028761,vali,
W,02140,10,sportivecasual,W,112809,vali,62708.0
W,25235,60,mods,M,145774,vali,64264.0
W,00709,60,popart,W,134792,vali,63742.0
W,09363,19,genderless,W,029462,vali,
T,10112,19,normcore,W,055161,vali,
W,18160,50,classic,W,086639,vali,
W,03026,10,sportivecasual,M,076029,vali,
W,15758,10,sportivecasual,M,060370,vali,
W,02879,90,hiphop,M,133073,vali,63696.0
W,10689,19,genderless,W,132018,vali,63632.0
W,06715,00,metrosexual,M,151073,vali,64504.0
W,11067,00,metrosexual,M,212629,vali,67045.0
W,14272,80,bodyconscious,W,010647,vali,
W,09152,60,mods,M,117339,vali,63110.0
W,25163,90,hiphop,M,104677,vali,61859.0
W,03082,50,feminine,W,170149,vali,65028.0
W,07271,10,sportivecasual,M,081357,vali,
W,02394,10,sportivecasual,W,106811,vali,62125.0
W,18373,50,classic,W,130428,vali,63592.0
W,15699,70,hippie,M,046006,vali,
W,08988,10,athleisure,W,150991,vali,64503.0
W,23971,90,hiphop,M,112356,vali,62653.0
W,15523,70,hippie,M,031774,vali,
W,14444,80,bodyconscious,W,129965,vali,63581.0
W,06000,80,powersuit,W,126563,vali,63503.0
W,29990,90,hiphop,M,147890,vali,64346.0
W,09747,19,normcore,W,106796,vali,62113.0
W,07290,50,ivy,M,026835,vali,
W,19278,80,bodyconscious,W,127158,vali,63516.0
W,05760,60,minimal,W,086515,vali,
W,26324,70,hippie,M,214106,vali,67101.0
W,27854,50,ivy,M,143706,vali,64190.0
W,02243,70,hippie,W,151003,vali,64503.0
W,25411,70,hippie,M,056703,vali,
W,13359,80,powersuit,W,110943,vali,62525.0
W,06531,60,mods,M,207539,vali,66838.0
W,18205,50,feminine,W,022652,vali,
W,05580,10,sportivecasual,W,100286,vali,61310.0
W,13010,50,classic,W,132369,vali,63644.0
W,06190,60,mods,M,132929,vali,63685.0
W,17944,70,hippie,M,196808,vali,66470.0
W,08402,90,grunge,W,098372,vali,
W,15404,50,ivy,M,153460,vali,64581.0
W,63644,10,sportivecasual,M,174233,vali,65139.0
W,00103,70,hippie,M,125586,vali,63481.0
W,29023,00,metrosexual,M,174492,vali,65147.0
W,06551,60,mods,M,031930,vali,
W,06883,60,mods,M,117879,vali,63155.0
T,15661,10,sportivecasual,M,043162,vali,
W,06011,80,powersuit,W,013465,vali,
W,16032,80,bold,M,121893,vali,63396.0
W,24947,90,hiphop,M,153172,vali,64571.0
W,34487,10,athleisure,W,088804,vali,
W,03663,10,sportivecasual,W,130064,vali,63583.0
W,07490,80,powersuit,W,130783,vali,63601.0
W,25934,90,hiphop,M,042314,vali,
W,10558,50,feminine,W,131075,vali,63611.0
W,53613,10,sportivecasual,W,171919,vali,65071.0
W,17221,70,hippie,M,094241,vali,
W,14102,50,feminine,W,165569,vali,64922.0
W,13186,80,powersuit,W,116543,vali,63057.0
W,07018,19,normcore,M,120656,vali,63366.0
W,06576,50,ivy,M,059799,vali,
W,03927,60,minimal,W,086631,vali,
W,26965,90,hiphop,M,017291,vali,
W,47408,80,powersuit,W,034761,vali,
W,16247,70,hippie,M,009270,vali,
W,06576,50,ivy,M,069383,vali,
W,06000,80,powersuit,W,024299,vali,
W,47967,19,normcore,W,139435,vali,63984.0
W,08754,70,military,W,100390,vali,61322.0
W,01020,50,feminine,W,232136,vali,67867.0
W,35400,80,powersuit,W,019439,vali,
W,12413,90,hiphop,M,231740,vali,67850.0
W,05321,80,bodyconscious,W,109432,vali,62361.0
W,16121,80,bold,M,058209,vali,
W,17239,19,normcore,M,137663,vali,63913.0
W,01236,10,sportivecasual,W,092569,vali,
W,12102,80,bold,M,230294,vali,67786.0
W,05526,10,sportivecasual,W,130909,vali,63606.0
W,37014,60,minimal,W,001649,vali,
W,52417,00,metrosexual,M,106069,vali,62013.0
W,18622,60,minimal,W,102097,vali,61508.0
W,13688,90,hiphop,W,004719,vali,
W,15910,60,mods,M,068516,vali,
W,21992,60,minimal,W,163376,vali,64871.0
W,15661,70,hippie,M,055651,vali,
W,24685,80,bold,M,034267,vali,
W,16747,00,metrosexual,M,040161,vali,
W,25790,90,hiphop,M,043536,vali,
T,21988,70,hippie,M,016857,vali,
W,11235,50,classic,W,122987,vali,63424.0
W,18949,70,disco,W,048023,vali,
W,28022,50,ivy,M,146120,vali,64280.0
W,21992,60,minimal,W,099620,vali,
W,30671,70,hippie,W,152853,vali,64561.0
W,04101,19,lounge,W,079762,vali,
W,12866,60,mods,M,138187,vali,63930.0
W,16915,10,sportivecasual,M,092844,vali,
W,08913,10,athleisure,W,090328,vali,
W,09156,50,ivy,M,146178,vali,64281.0
W,07187,70,hippie,M,055668,vali,
W,47408,80,powersuit,W,099797,vali,
W,40875,70,punk,W,171932,vali,65071.0
W,11423,00,ecology,W,004387,vali,
W,05653,80,bodyconscious,W,134802,vali,63742.0
W,21992,60,minimal,W,148818,vali,64398.0
W,00804,50,ivy,M,107124,vali,62155.0
W,18160,50,classic,W,214154,vali,67102.0
W,11632,70,punk,W,086657,vali,
W,15404,50,ivy,M,154085,vali,64599.0
W,06576,50,ivy,M,121694,vali,63392.0
W,33006,60,mods,M,012692,vali,
W,03624,10,sportivecasual,W,125707,vali,63484.0
W,13859,10,athleisure,W,095098,vali,
W,10455,60,space,W,131027,vali,63609.0
W,15756,70,hippie,M,106865,vali,62130.0
W,15684,70,hippie,M,046158,vali,
W,16075,80,bold,M,041353,vali,
W,24628,70,hippie,M,064776,vali,
W,05181,50,feminine,W,088769,vali,
W,15402,70,hippie,M,021934,vali,
W,23904,50,ivy,M,156391,vali,64686.0
W,00709,60,popart,W,133565,vali,63711.0
W,19960,70,punk,W,111874,vali,62596.0
W,10103,19,normcore,M,067949,vali,
W,17353,50,ivy,M,085088,vali,
W,26200,50,ivy,M,150076,vali,64470.0
W,14055,60,minimal,W,130413,vali,63592.0
W,04629,90,hiphop,M,084093,vali,
W,13656,80,powersuit,W,086658,vali,
W,17441,60,mods,M,149488,vali,64441.0
W,10429,60,minimal,W,117904,vali,63156.0
W,08115,90,hiphop,W,080850,vali,
W,17787,50,ivy,M,101919,vali,61493.0
W,56334,10,sportivecasual,W,062326,vali,
W,06000,80,powersuit,W,087055,vali,
T,06860,10,sportivecasual,M,193138,vali,66268.0
W,01234,10,sportivecasual,W,012490,vali,
W,30591,50,ivy,M,057257,vali,
W,13398,80,powersuit,W,134199,vali,63726.0
W,62313,00,oriental,W,100681,vali,61346.0
W,00492,50,ivy,M,084497,vali,
W,32257,90,hiphop,M,104669,vali,61859.0
W,11444,80,bodyconscious,W,127447,vali,63523.0
W,18213,10,sportivecasual,W,123916,vali,63444.0
W,18213,10,sportivecasual,W,132123,vali,63636.0
W,24203,90,hiphop,M,039390,vali,
W,24973,90,hiphop,M,035348,vali,
W,12304,80,bold,M,111367,vali,62556.0
W,24486,70,hippie,M,111449,vali,62566.0
W,13656,80,powersuit,W,004943,vali,
W,24883,00,metrosexual,M,149898,vali,64460.0
W,08285,19,normcore,W,023706,vali,
W,04101,19,lounge,W,026046,vali,
W,07290,50,ivy,M,084506,vali,
W,00540,90,hiphop,M,080967,vali,
W,51514,50,ivy,M,181369,vali,65491.0
W,24543,70,hippie,M,109079,vali,62324.0
W,12708,50,ivy,M,048466,vali,
W,49765,50,ivy,M,027085,vali,
W,04622,60,mods,M,046840,vali,
W,26393,50,ivy,M,011032,vali,
W,28338,80,powersuit,W,126066,vali,63493.0
W,17447,80,bold,M,084067,vali,
W,14225,50,feminine,W,013429,vali,
W,26803,70,hippie,W,155615,vali,64662.0
W,03334,90,kitsch,W,112214,vali,62625.0
W,17135,00,metrosexual,M,032511,vali,
W,34623,10,sportivecasual,W,080714,vali,
W,17854,10,sportivecasual,M,138365,vali,63934.0
W,00351,70,hippie,W,092540,vali,
W,00974,10,sportivecasual,W,131564,vali,63621.0
W,30027,50,ivy,M,149960,vali,64466.0
W,51514,50,ivy,M,174218,vali,65139.0
W,06985,00,metrosexual,M,123125,vali,63426.0
W,07187,70,hippie,M,196094,vali,66437.0
W,10781,60,mods,M,121712,vali,63393.0
W,12773,50,ivy,M,132928,vali,63685.0
W,12315,80,bold,M,147664,vali,64336.0
W,24717,60,mods,M,174203,vali,65139.0
W,10079,60,mods,M,125568,vali,63481.0
T,10510,60,minimal,W,041910,vali,
W,02275,70,disco,W,085503,vali,
W,09083,00,ecology,W,127078,vali,63514.0
W,11256,80,bodyconscious,W,103638,vali,61696.0
W,02816,60,mods,M,144666,vali,64216.0
W,12476,90,hiphop,M,111368,vali,62556.0
W,06867,60,mods,M,149018,vali,64405.0
W,27184,90,hiphop,M,045525,vali,
W,03587,10,sportivecasual,W,005038,vali,
W,00804,50,ivy,M,010294,vali,
W,00191,10,sportivecasual,W,128394,vali,63543.0
W,27750,60,mods,M,061895,vali,
W,64332,80,powersuit,W,203397,vali,66714.0
W,17747,80,bold,M,118514,vali,63216.0
W,09620,70,hippie,W,098386,vali,
W,13163,90,kitsch,W,124864,vali,63464.0
W,19352,50,feminine,W,028918,vali,
W,07074,00,metrosexual,M,016827,vali,
W,05868,50,ivy,M,094214,vali,
T,02946,90,hiphop,M,052738,vali,
W,56334,10,sportivecasual,W,203664,vali,66722.0
W,14572,50,classic,W,010778,vali,
W,51514,50,ivy,M,061638,vali,
W,12656,00,metrosexual,M,084069,vali,
W,12904,50,ivy,M,122207,vali,63405.0
W,16444,10,sportivecasual,M,137503,vali,63904.0
W,19205,00,oriental,W,019762,vali,
W,06590,90,hiphop,M,001838,vali,
W,05175,00,ecology,W,127682,vali,63528.0
W,03959,50,classic,W,086514,vali,
W,28373,80,powersuit,W,045372,vali,
W,06448,10,sportivecasual,W,000832,vali,
W,19356,50,feminine,W,029831,vali,
W,12453,10,sportivecasual,M,110529,vali,62465.0
W,01035,70,military,W,138262,vali,63931.0
W,00492,50,ivy,M,015069,vali,
W,15758,10,sportivecasual,M,034303,vali,
W,09877,50,ivy,M,141452,vali,64068.0
W,15716,90,hiphop,M,047110,vali,
W,25823,80,bold,M,122602,vali,63413.0
W,24770,60,mods,M,009912,vali,
W,01896,10,sportivecasual,W,133859,vali,63719.0
W,14691,70,military,W,110967,vali,62525.0
W,12817,50,ivy,M,094239,vali,
W,08115,90,hiphop,W,119634,vali,63316.0
W,15341,60,mods,M,089121,vali,
W,04678,50,ivy,M,137572,vali,63910.0
W,03685,10,athleisure,W,169872,vali,65020.0
W,54465,80,bold,M,190300,vali,66024.0
W,16732,70,hippie,M,076716,vali,
W,32136,50,ivy,M,148336,vali,64364.0
W,10079,60,mods,M,114420,vali,62868.0
W,24543,70,hippie,M,177339,vali,65276.0
W,26288,70,hippie,M,144650,vali,64216.0
W,13186,80,powersuit,W,041271,vali,
W,24747,60,mods,M,142750,vali,64132.0
W,09881,10,sportivecasual,M,149999,vali,64466.0
T,13656,10,sportivecasual,W,218908,vali,67368.0
W,10984,50,feminine,W,197753,vali,66513.0
W,07871,00,cityglam,W,123490,vali,63435.0
W,04212,50,ivy,M,140685,vali,64040.0
W,20598,70,military,W,195555,vali,66412.0
W,17539,00,metrosexual,M,111344,vali,62548.0
W,09021,60,minimal,W,084796,vali,
W,15141,70,hippie,M,109216,vali,62349.0
W,00028,50,ivy,M,113931,vali,62820.0
W,09154,50,ivy,M,155030,vali,64642.0
W,45386,00,oriental,W,062811,vali,
W,05979,00,ecology,W,134714,vali,63740.0
W,47122,80,powersuit,W,203976,vali,66731.0
W,39164,00,oriental,W,164270,vali,64893.0
W,15120,60,mods,M,087678,vali,
W,30027,50,ivy,M,145632,vali,64257.0
W,00804,50,ivy,M,015036,vali,
W,06966,19,normcore,M,144363,vali,64209.0
W,17304,70,hippie,M,077151,vali,
W,19003,50,feminine,W,035625,vali,
W,15362,60,mods,M,085970,vali,
W,23964,60,mods,M,218636,vali,67356.0
W,16295,70,hippie,M,107738,vali,62203.0
W,24517,70,hippie,M,197830,vali,66516.0
W,27184,90,hiphop,M,144510,vali,64212.0
W,04801,19,lounge,W,128487,vali,63545.0
W,05526,10,sportivecasual,W,090826,vali,
W,05562,10,sportivecasual,W,008654,vali,
W,17032,10,sportivecasual,M,121650,vali,63391.0
W,27850,50,ivy,M,153235,vali,64575.0
W,19940,00,oriental,W,042265,vali,
W,16269,80,bold,M,030713,vali,
W,15910,60,mods,M,136430,vali,63819.0
W,12342,80,bold,M,006545,vali,
T,21988,70,hippie,M,233691,vali,67975.0
W,26525,60,minimal,W,171906,vali,65071.0
W,04684,90,hiphop,M,069221,vali,
W,37404,60,space,W,058173,vali,
W,17697,50,ivy,M,087660,vali,
W,15856,60,mods,M,091565,vali,
W,06522,50,ivy,M,085055,vali,
W,29733,10,sportivecasual,W,178949,vali,65374.0
W,01387,50,feminine,W,033473,vali,
W,18094,60,space,W,092539,vali,
W,20593,70,punk,W,202943,vali,66698.0
W,15722,70,hippie,M,114205,vali,62849.0
W,10768,00,ecology,W,105773,vali,61983.0
W,15404,50,ivy,M,120707,vali,63367.0
W,44232,90,kitsch,W,207050,vali,66824.0
W,02660,60,mods,M,027078,vali,
W,18670,00,ecology,W,127615,vali,63526.0
W,17767,19,normcore,M,055656,vali,
W,48687,60,mods,M,112535,vali,62659.0
W,16104,60,mods,M,031947,vali,
W,07877,70,disco,W,031416,vali,
W,02736,60,mods,M,213568,vali,67081.0
W,06186,60,mods,M,030653,vali,
W,10112,50,ivy,M,068731,vali,
W,44789,80,powersuit,W,042053,vali,
W,13398,80,powersuit,W,064676,vali,
W,00366,60,minimal,W,025248,vali,
W,09083,00,ecology,W,153373,vali,64579.0
W,28022,50,ivy,M,147828,vali,64345.0
W,05181,50,feminine,W,135476,vali,63759.0
W,14444,80,bodyconscious,W,123529,vali,63435.0
W,03258,00,ecology,W,029410,vali,
W,11444,80,bodyconscious,W,027794,vali,
W,01179,10,sportivecasual,W,130670,vali,63599.0
W,22783,70,hippie,W,161854,vali,64828.0
W,12744,50,ivy,M,083091,vali,
W,16501,70,hippie,M,036346,vali,
W,10749,00,ecology,W,010499,vali,
W,02243,70,hippie,W,145008,vali,64231.0
W,17841,80,bold,M,116857,vali,63074.0
W,44789,80,powersuit,W,044360,vali,
W,52140,70,hippie,M,113586,vali,62790.0
W,06358,60,minimal,W,106789,vali,62113.0
W,07074,00,metrosexual,M,119835,vali,63338.0
W,08988,10,athleisure,W,133372,vali,63706.0
W,16283,90,hiphop,M,122045,vali,63401.0
W,01654,90,hiphop,M,147965,vali,64348.0
W,13010,50,classic,W,067350,vali,
W,43283,90,grunge,W,155642,vali,64662.0
W,00012,50,ivy,M,104657,vali,61859.0
W,50836,19,normcore,M,045545,vali,
W,17305,70,hippie,M,124070,vali,63448.0
T,07226,10,sportivecasual,M,224397,vali,67577.0
W,24553,70,hippie,M,143575,vali,64182.0
W,24717,60,mods,M,069022,vali,
W,13696,90,kitsch,W,129491,vali,63570.0
W,15402,70,hippie,M,045523,vali,
W,18160,50,classic,W,101241,vali,61412.0
W,37014,60,minimal,W,081556,vali,
W,24141,50,ivy,M,011574,vali,
W,28563,90,hiphop,M,146715,vali,64295.0
W,16047,70,hippie,M,140387,vali,64025.0
W,17413,00,metrosexual,M,144503,vali,64212.0
W,05736,90,kitsch,W,119642,vali,63316.0
W,17559,10,sportivecasual,M,060387,vali,
W,15244,80,bold,M,087655,vali,
W,03859,19,normcore,W,130778,vali,63601.0
W,19430,00,oriental,W,098364,vali,
W,13519,00,oriental,W,068845,vali,
W,17867,50,ivy,M,122720,vali,63415.0
W,00117,19,normcore,M,144838,vali,64223.0
W,17603,50,ivy,M,053349,vali,
W,12708,50,ivy,M,042335,vali,
W,10722,60,space,W,119221,vali,63283.0
W,14930,50,classic,W,041276,vali,
W,01559,10,sportivecasual,M,084103,vali,
T,05321,50,classic,W,226366,vali,67645.0
W,13304,80,powersuit,W,004760,vali,
W,15294,50,ivy,M,030669,vali,
W,26227,90,hiphop,M,043789,vali,
W,06985,00,metrosexual,M,233719,vali,67975.0
W,02770,90,hiphop,M,228056,vali,67697.0
W,13519,00,oriental,W,125164,vali,63473.0
W,15120,60,mods,M,034501,vali,
W,03569,10,sportivecasual,W,130039,vali,63583.0
W,09083,00,ecology,W,130785,vali,63601.0
W,13251,19,normcore,W,086638,vali,
W,23848,50,ivy,M,144240,vali,64206.0
W,08262,50,feminine,W,130075,vali,63584.0
W,24973,90,hiphop,M,142920,vali,64148.0
W,10689,19,genderless,W,109462,vali,62361.0
W,10073,70,hippie,M,000484,vali,
W,18093,00,ecology,W,125963,vali,63490.0
W,01998,90,lingerie,W,112222,vali,62625.0
W,18730,50,feminine,W,029856,vali,
W,05502,00,ecology,W,063224,vali,
W,07279,80,bold,M,119324,vali,63285.0
W,03732,10,sportivecasual,W,130047,vali,63583.0
W,13010,50,classic,W,127354,vali,63521.0
W,32314,19,normcore,M,146694,vali,64295.0
W,24590,60,mods,M,159769,vali,64772.0
T,06148,80,bold,M,062227,vali,
W,09763,80,bold,M,104353,vali,61818.0
W,16341,60,mods,M,115381,vali,62941.0
W,09119,60,mods,M,022578,vali,
W,52140,70,hippie,M,175047,vali,65164.0
W,07753,70,hippie,W,112220,vali,62625.0
W,19520,50,feminine,W,112551,vali,62663.0
W,09750,90,hiphop,W,121027,vali,63374.0
W,12112,80,bold,M,085091,vali,
W,06090,10,athleisure,W,121905,vali,63398.0
W,16690,60,mods,M,198428,vali,66530.0
W,24109,60,mods,M,016161,vali,
W,14796,60,minimal,W,038194,vali,
W,41448,10,sportivecasual,W,006953,vali,
W,60184,10,sportivecasual,M,233687,vali,67975.0
W,23958,60,mods,M,117348,vali,63110.0
T,14572,19,normcore,W,226935,vali,67664.0
W,23904,50,ivy,M,155797,vali,64668.0
T,10768,10,sportivecasual,W,069555,vali,
W,35091,80,powersuit,W,152854,vali,64561.0
W,00299,50,feminine,W,063639,vali,
W,19278,80,bodyconscious,W,130028,vali,63583.0
W,16341,60,mods,M,032732,vali,
W,27819,70,hippie,M,175929,vali,65207.0
W,09877,50,ivy,M,094671,vali,
W,12304,80,bold,M,098471,vali,
W,07916,80,powersuit,W,016413,vali,
W,65122,10,sportivecasual,W,161189,vali,64810.0
W,05876,70,hippie,M,137641,vali,63913.0
W,27184,90,hiphop,M,023902,vali,
W,30559,50,ivy,M,035551,vali,
W,34487,10,athleisure,W,115419,vali,62952.0
T,02333,50,classic,W,205537,vali,66779.0
W,00366,60,minimal,W,119572,vali,63309.0
W,01294,10,sportivecasual,W,003230,vali,
W,17305,70,hippie,M,001828,vali,
W,12315,80,bold,M,232264,vali,67873.0
W,32445,60,mods,M,212206,vali,67024.0
W,17366,19,normcore,M,143155,vali,64153.0
W,13781,60,minimal,W,127305,vali,63520.0
T,15856,10,sportivecasual,M,043227,vali,
W,24486,70,hippie,M,081096,vali,
W,15998,80,bold,M,105068,vali,61915.0
W,15244,80,bold,M,040766,vali,
W,16172,70,hippie,M,125553,vali,63481.0
W,02223,19,normcore,W,109428,vali,62361.0
W,01000,10,sportivecasual,W,134031,vali,63722.0
W,15440,70,hippie,M,049390,vali,
W,28719,10,sportivecasual,M,190898,vali,66077.0
W,04237,60,mods,M,193494,vali,66313.0
W,15141,70,hippie,M,141454,vali,64068.0
W,04854,50,feminine,W,037876,vali,
W,26200,50,ivy,M,108311,vali,62256.0
W,15340,50,ivy,M,001058,vali,
W,19825,70,hippie,W,004067,vali,
W,10191,00,oriental,W,164943,vali,64908.0
W,16501,70,hippie,M,137042,vali,63861.0
W,06531,60,mods,M,211768,vali,67013.0
T,15791,10,sportivecasual,W,205050,vali,66761.0
W,13859,10,athleisure,W,014781,vali,
W,29258,80,bold,M,023386,vali,
W,15684,70,hippie,M,021659,vali,
T,06502,10,sportivecasual,M,207573,vali,66842.0
W,03992,70,punk,W,079741,vali,
T,14914,19,normcore,W,227675,vali,67687.0
W,24493,70,hippie,M,037422,vali,
W,31790,00,metrosexual,M,147083,vali,64310.0
W,39812,90,kitsch,W,203952,vali,66731.0
W,12378,80,bold,M,094017,vali,
W,40642,10,sportivecasual,W,171911,vali,65071.0
W,25235,60,mods,M,006916,vali,
W,23410,60,minimal,W,151027,vali,64503.0
W,15569,70,hippie,M,138352,vali,63934.0
W,13254,80,powersuit,W,078451,vali,
W,14852,50,feminine,W,123287,vali,63430.0
T,11024,00,cityglam,W,052290,vali,
W,14488,60,minimal,W,121449,vali,63384.0
W,56334,10,sportivecasual,W,197784,vali,66513.0
W,15745,80,bold,M,049382,vali,
W,12092,80,bold,M,230093,vali,67780.0
W,29942,50,ivy,M,162706,vali,64853.0
W,11659,50,feminine,W,115438,vali,62952.0
W,16906,10,sportivecasual,M,154732,vali,64633.0
W,24758,50,ivy,M,090728,vali,
W,32136,50,ivy,M,153060,vali,64569.0
W,22510,80,powersuit,W,015871,vali,
W,18026,60,space,W,092388,vali,
W,06788,60,mods,M,109514,vali,62365.0
W,01389,10,sportivecasual,W,127783,vali,63530.0
W,15362,60,mods,M,147071,vali,64310.0
W,29023,00,metrosexual,M,118785,vali,63241.0
W,03951,00,cityglam,W,127557,vali,63525.0
W,07271,10,sportivecasual,M,144662,vali,64216.0
W,18026,60,space,W,005705,vali,
W,18992,70,military,W,209907,vali,66910.0
W,10722,60,space,W,194667,vali,66383.0
W,16485,00,metrosexual,M,207576,vali,66842.0
W,17441,60,mods,M,102538,vali,61573.0
W,00851,10,sportivecasual,M,186686,vali,65752.0
W,26525,60,minimal,W,009713,vali,
W,30559,50,ivy,M,143623,vali,64185.0
W,26525,60,minimal,W,017761,vali,
W,16172,70,hippie,M,031042,vali,
W,30431,80,powersuit,W,154038,vali,64598.0
W,06030,90,hiphop,W,063306,vali,
W,04643,50,ivy,M,116185,vali,63038.0
W,01549,50,ivy,M,120839,vali,63369.0
W,07333,70,hippie,M,200761,vali,66598.0
W,16269,80,bold,M,024633,vali,
W,30593,50,ivy,M,103688,vali,61699.0
W,14221,80,bodyconscious,W,095476,vali,
W,12393,50,ivy,M,126643,vali,63505.0
W,15499,70,hippie,M,045898,vali,
W,17697,50,ivy,M,000457,vali,
W,02306,70,disco,W,109415,vali,62361.0
W,09620,70,hippie,W,134068,vali,63723.0
W,27042,60,mods,M,143632,vali,64185.0
W,10844,60,mods,M,125593,vali,63481.0
W,03522,80,powersuit,W,120785,vali,63368.0
W,17202,60,mods,M,138351,vali,63934.0
W,02770,90,hiphop,M,092982,vali,
W,11659,50,feminine,W,032648,vali,
W,12702,10,sportivecasual,M,121667,vali,63392.0
W,05665,19,genderless,W,031404,vali,
W,05876,70,hippie,M,001411,vali,
W,12615,50,ivy,M,094230,vali,
W,01933,50,feminine,W,099786,vali,
W,28022,50,ivy,M,143615,vali,64185.0
W,11163,60,mods,M,136832,vali,63844.0
W,13329,50,feminine,W,101423,vali,61443.0
W,09083,00,ecology,W,102600,vali,61576.0
W,22943,10,athleisure,W,057639,vali,
T,01514,50,ivy,M,191627,vali,66139.0
W,13329,50,feminine,W,129282,vali,63566.0
W,14923,60,minimal,W,124453,vali,63456.0
W,52231,50,ivy,M,061652,vali,
W,07187,70,hippie,M,122209,vali,63405.0
W,10112,50,ivy,M,048433,vali,
W,18058,50,classic,W,130033,vali,63583.0
W,17742,80,bold,M,048851,vali,
W,15762,70,hippie,M,114846,vali,62901.0
W,02688,60,mods,M,051391,vali,
W,19075,50,classic,W,063614,vali,
W,10251,70,punk,W,207556,vali,66841.0
W,34024,10,sportivecasual,W,008811,vali,
W,04643,50,ivy,M,084105,vali,
W,18730,50,feminine,W,122945,vali,63423.0
W,17854,10,sportivecasual,M,132984,vali,63690.0
W,25194,00,metrosexual,M,208950,vali,66878.0
W,47122,80,powersuit,W,002181,vali,
W,25235,60,mods,M,149496,vali,64441.0
W,07643,90,grunge,W,130964,vali,63607.0
W,17787,50,ivy,M,096797,vali,
W,16283,90,hiphop,M,040057,vali,
W,13251,19,normcore,W,123492,vali,63435.0
T,04629,90,hiphop,W,100597,vali,61341.0
W,08402,90,grunge,W,076310,vali,
W,27138,60,mods,M,171387,vali,65058.0
W,28203,10,sportivecasual,M,107097,vali,62155.0
W,15440,70,hippie,M,215268,vali,67155.0
W,14796,60,minimal,W,117945,vali,63156.0
W,23900,50,ivy,M,044819,vali,
W,27750,60,mods,M,147404,vali,64320.0
W,13277,50,classic,W,024986,vali,
W,07238,90,hiphop,M,020886,vali,
W,17310,70,hippie,M,135428,vali,63757.0
W,52140,70,hippie,M,037839,vali,
W,12656,00,metrosexual,M,114108,vali,62836.0
W,18482,50,feminine,W,109413,vali,62361.0
W,18249,50,feminine,W,090670,vali,
W,03125,80,bodyconscious,W,075212,vali,
W,10073,70,hippie,M,012668,vali,
W,07811,80,powersuit,W,104395,vali,61821.0
W,03258,00,ecology,W,090607,vali,
W,17944,70,hippie,M,099921,vali,
W,29993,90,hiphop,M,074391,vali,
W,25202,90,hiphop,M,013349,vali,
W,10066,50,ivy,M,137680,vali,63913.0
W,05716,19,normcore,W,004281,vali,
W,24141,50,ivy,M,100551,vali,61337.0
W,04207,50,ivy,M,047081,vali,
W,14572,50,classic,W,086630,vali,
W,11680,00,cityglam,W,029861,vali,
T,06190,10,sportivecasual,W,013401,vali,
W,41158,10,sportivecasual,W,088968,vali,
W,06860,19,normcore,M,122215,vali,63405.0
W,16704,00,metrosexual,M,120570,vali,63364.0
W,33006,60,mods,M,128613,vali,63547.0
W,18730,50,feminine,W,005896,vali,
W,08691,10,sportivecasual,W,008262,vali,
W,14039,00,cityglam,W,032128,vali,
W,03951,00,cityglam,W,080300,vali,
W,04973,90,kitsch,W,032219,vali,
W,17539,00,metrosexual,M,120828,vali,63369.0
W,02677,60,mods,M,085987,vali,
W,23900,50,ivy,M,176062,vali,65216.0
W,15217,00,metrosexual,M,042307,vali,
W,08886,10,athleisure,W,126699,vali,63506.0
W,10844,60,mods,M,093412,vali,
