W/T,imageID,C,style,sex,surveyID,train/vali,R_id,Q5
W,24211,70,hippie,M,073275,vali,53069,1
W,04212,50,ivy,M,137655,vali,63913,1
W,23904,50,ivy,M,107157,vali,62168,1
W,09027,60,minimal,W,132386,vali,63644,1
W,14469,60,space,W,096881,vali,60883,1
W,38489,80,powersuit,W,171933,vali,65071,2
W,15699,70,hippie,M,014455,vali,10280,1
W,05787,10,sportivecasual,W,127616,vali,63526,2
W,39164,00,oriental,W,057929,vali,32684,2
W,17413,00,metrosexual,M,093000,vali,60234,2
W,08402,90,grunge,W,005942,vali,2254,1
W,00624,80,bodyconscious,W,125470,vali,63479,1
W,20593,70,punk,W,154053,vali,64598,1
W,00716,60,minimal,W,005146,vali,2064,1
W,02333,90,hiphop,W,127266,vali,63519,1
W,14796,60,minimal,W,002321,vali,1027,1
W,27765,60,mods,M,112386,vali,62653,1
W,12530,90,hiphop,M,121781,vali,63394,1
W,10823,50,ivy,M,121334,vali,63381,1
W,17532,70,hippie,M,086188,vali,59470,1
W,15520,70,hippie,M,111251,vali,62540,1
W,02736,60,mods,M,116062,vali,63026,2
W,18373,50,classic,W,132101,vali,63636,1
W,49765,50,ivy,M,112352,vali,62653,1
W,30559,50,ivy,M,169228,vali,65004,1
W,09295,50,classic,W,046231,vali,28489,2
W,03047,80,bold,M,135858,vali,63769,2
W,00492,50,ivy,M,122049,vali,63401,2
W,12635,70,hippie,M,116196,vali,63042,1
W,19825,70,hippie,W,212609,vali,67044,1
W,15856,60,mods,M,209956,vali,66914,1
W,00804,50,ivy,M,118338,vali,63195,1
W,13254,80,powersuit,W,013951,vali,9533,2
T,19820,19,normcore,M,073673,vali,53342,2
W,16446,10,sportivecasual,M,122088,vali,63401,1
W,01056,00,cityglam,W,132423,vali,63653,1
W,34027,10,sportivecasual,W,155161,vali,64649,1
W,08886,10,athleisure,W,082028,vali,58642,1
W,05258,90,kitsch,W,121385,vali,63383,1
W,62253,19,lounge,W,099810,vali,61250,2
W,05619,00,ecology,W,125873,vali,63488,1
W,01105,19,genderless,W,081310,vali,58434,1
W,15499,70,hippie,M,138586,vali,63942,1
W,03447,70,military,W,159116,vali,64756,2
W,06000,80,powersuit,W,087496,vali,59685,2
W,02837,00,metrosexual,M,125564,vali,63481,2
W,17619,00,metrosexual,M,059328,vali,34157,2
W,09154,50,ivy,M,147886,vali,64346,2
W,06090,10,athleisure,W,135150,vali,63750,1
W,29381,90,hiphop,M,076243,vali,54999,1
W,17655,80,bold,M,141113,vali,64055,1
W,30593,50,ivy,M,147820,vali,64345,1
W,12462,90,hiphop,M,135072,vali,63748,1
W,47169,70,hippie,W,058698,vali,33592,1
W,24647,70,hippie,M,152020,vali,64533,1
W,34027,10,sportivecasual,W,161849,vali,64828,1
W,10066,50,ivy,M,101661,vali,61468,1
W,01075,10,sportivecasual,W,004496,vali,2007,2
W,29993,90,hiphop,M,148332,vali,64364,1
W,04463,90,hiphop,M,086207,vali,59470,1
W,17305,70,hippie,M,014522,vali,10590,2
W,03412,50,classic,W,003578,vali,1880,2
W,29990,90,hiphop,M,168792,vali,64994,1
T,03587,10,sportivecasual,M,222441,vali,67515,1
W,01294,10,sportivecasual,W,119486,vali,63303,2
W,15486,00,metrosexual,M,114758,vali,62899,1
W,18737,50,feminine,W,004105,vali,1991,2
W,08733,90,grunge,W,123340,vali,63431,2
W,02557,00,ecology,W,122479,vali,63410,2
W,08246,80,bodyconscious,W,132214,vali,63640,1
W,00492,50,ivy,M,137805,vali,63917,1
W,15120,60,mods,M,095059,vali,60582,2
W,06797,70,hippie,M,136700,vali,63842,2
T,11680,80,powersuit,W,209850,vali,66907,1
W,00624,80,bodyconscious,W,088588,vali,59814,1
W,04233,60,mods,M,027128,vali,19768,1
W,09278,70,hippie,M,027501,vali,19936,1
W,04638,00,metrosexual,M,155043,vali,64642,2
W,35091,80,powersuit,W,143809,vali,64192,1
W,05876,70,hippie,M,134669,vali,63739,1
W,17532,70,hippie,M,062983,vali,41688,1
W,53808,80,bold,M,196768,vali,66469,2
W,12817,50,ivy,M,044490,vali,27866,2
W,15508,60,mods,M,144782,vali,64221,1
W,05628,00,cityglam,W,094582,vali,60510,1
W,32536,70,hippie,M,208979,vali,66879,1
W,12904,50,ivy,M,015052,vali,11155,1
W,58793,00,metrosexual,M,174240,vali,65139,1
W,44918,60,minimal,W,037595,vali,23980,2
W,00716,60,minimal,W,128746,vali,63552,2
W,01925,10,sportivecasual,W,124766,vali,63462,1
W,06609,19,normcore,M,088509,vali,59812,2
W,00511,90,hiphop,M,077195,vali,56035,1
W,18213,10,sportivecasual,W,042225,vali,26472,2
W,14225,50,feminine,W,020122,vali,16303,1
W,05526,10,sportivecasual,W,152549,vali,64552,2
W,15141,70,hippie,M,207104,vali,66825,1
W,16295,70,hippie,M,194792,vali,66388,1
W,04840,50,feminine,W,235626,vali,68393,1
W,09021,60,minimal,W,135816,vali,63767,2
W,17058,19,normcore,M,154750,vali,64633,1
W,15722,70,hippie,M,025607,vali,19143,2
W,53808,80,bold,M,188487,vali,65880,1
W,30988,90,kitsch,W,053603,vali,29998,1
W,10768,00,ecology,W,022757,vali,18587,1
W,04636,50,ivy,M,135782,vali,63766,2
W,35091,80,powersuit,W,084542,vali,59206,1
W,03623,70,punk,W,024083,vali,18766,1
W,05175,00,ecology,W,026019,vali,19317,2
W,15499,70,hippie,M,234015,vali,68011,1
W,19236,90,grunge,W,080524,vali,58322,2
T,05979,10,sportivecasual,W,107667,vali,62196,2
W,01389,10,sportivecasual,W,030028,vali,20832,1
W,16699,00,metrosexual,M,121962,vali,63399,1
W,14469,60,space,W,079806,vali,58254,1
W,21992,60,minimal,W,166711,vali,64946,1
W,14221,80,bodyconscious,W,133749,vali,63717,1
W,12847,19,normcore,M,147835,vali,64345,2
W,16075,80,bold,M,085847,vali,59411,1
W,08886,10,athleisure,W,133084,vali,63698,1
W,07811,80,powersuit,W,125495,vali,63479,2
W,18992,70,military,W,098361,vali,61104,2
W,19003,50,feminine,W,153551,vali,64583,1
W,15497,70,hippie,M,199961,vali,66573,1
W,04324,90,hiphop,M,092307,vali,60128,2
W,47169,70,hippie,W,091745,vali,60048,1
W,16738,50,ivy,M,028685,vali,20458,1
W,14055,60,minimal,W,123494,vali,63435,1
W,15756,70,hippie,M,121663,vali,63392,1
W,06531,60,mods,M,046982,vali,28555,2
W,10073,70,hippie,M,093991,vali,60431,1
W,11726,50,feminine,W,123020,vali,63424,1
W,17787,50,ivy,M,115380,vali,62941,1
W,27700,70,hippie,M,022201,vali,18315,1
W,54465,80,bold,M,202374,vali,66681,1
W,16047,70,hippie,M,099505,vali,61227,1
W,18737,50,feminine,W,087086,vali,59642,2
W,24931,50,ivy,M,087560,vali,59688,1
W,28925,90,hiphop,M,144760,vali,64221,2
W,10504,00,oriental,W,134577,vali,63736,1
W,26324,70,hippie,M,170998,vali,65050,1
W,16283,90,hiphop,M,138231,vali,63930,1
W,02498,50,feminine,W,136681,vali,63840,2
W,29251,10,sportivecasual,M,143371,vali,64168,2
W,16693,70,hippie,M,008391,vali,4035,1
W,38869,00,ecology,W,151015,vali,64503,1
W,12530,90,hiphop,M,133815,vali,63718,2
W,26200,50,ivy,M,142657,vali,64128,2
W,01389,10,sportivecasual,W,131927,vali,63630,2
W,17305,70,hippie,M,195300,vali,66403,2
W,54465,80,bold,M,174205,vali,65139,1
W,17857,00,metrosexual,M,137585,vali,63910,1
W,18093,00,ecology,W,129180,vali,63564,1
W,15497,70,hippie,M,138213,vali,63930,1
W,44520,70,punk,W,052484,vali,29708,2
W,17742,80,bold,M,191157,vali,66089,1
W,53112,90,lingerie,W,174328,vali,65141,1
W,02333,90,hiphop,W,087023,vali,59637,1
W,01463,60,mods,M,116236,vali,63042,2
W,19352,50,feminine,W,200542,vali,66592,1
W,09154,50,ivy,M,157764,vali,64722,1
W,11936,00,oriental,W,004970,vali,2045,1
W,00161,60,space,W,028761,vali,20469,1
W,02140,10,sportivecasual,W,112809,vali,62708,2
W,25235,60,mods,M,145774,vali,64264,1
W,00709,60,popart,W,134792,vali,63742,1
W,09363,19,genderless,W,029462,vali,20637,2
T,10112,19,normcore,W,055161,vali,30585,2
W,18160,50,classic,W,086639,vali,59523,1
W,03026,10,sportivecasual,M,076029,vali,54678,1
W,15758,10,sportivecasual,M,060370,vali,35514,2
W,02879,90,hiphop,M,133073,vali,63696,1
W,10689,19,genderless,W,132018,vali,63632,1
W,06715,00,metrosexual,M,151073,vali,64504,2
W,11067,00,metrosexual,M,212629,vali,67045,1
W,14272,80,bodyconscious,W,010647,vali,5931,1
W,09152,60,mods,M,117339,vali,63110,1
W,25163,90,hiphop,M,104677,vali,61859,1
W,03082,50,feminine,W,170149,vali,65028,2
W,07271,10,sportivecasual,M,081357,vali,58460,2
W,02394,10,sportivecasual,W,106811,vali,62125,1
W,18373,50,classic,W,130428,vali,63592,2
W,15699,70,hippie,M,046006,vali,28468,1
W,08988,10,athleisure,W,150991,vali,64503,2
W,23971,90,hiphop,M,112356,vali,62653,1
W,15523,70,hippie,M,031774,vali,22266,1
W,14444,80,bodyconscious,W,129965,vali,63581,1
W,06000,80,powersuit,W,126563,vali,63503,2
W,29990,90,hiphop,M,147890,vali,64346,2
W,09747,19,normcore,W,106796,vali,62113,2
W,07290,50,ivy,M,026835,vali,19552,2
W,19278,80,bodyconscious,W,127158,vali,63516,2
W,05760,60,minimal,W,086515,vali,59506,1
W,26324,70,hippie,M,214106,vali,67101,1
W,27854,50,ivy,M,143706,vali,64190,2
W,02243,70,hippie,W,151003,vali,64503,1
W,25411,70,hippie,M,056703,vali,31580,1
W,13359,80,powersuit,W,110943,vali,62525,2
W,06531,60,mods,M,207539,vali,66838,2
W,18205,50,feminine,W,022652,vali,18568,2
W,05580,10,sportivecasual,W,100286,vali,61310,2
W,13010,50,classic,W,132369,vali,63644,1
W,06190,60,mods,M,132929,vali,63685,2
W,17944,70,hippie,M,196808,vali,66470,1
W,08402,90,grunge,W,098372,vali,61104,1
W,15404,50,ivy,M,153460,vali,64581,1
W,63644,10,sportivecasual,M,174233,vali,65139,2
W,00103,70,hippie,M,125586,vali,63481,1
W,29023,00,metrosexual,M,174492,vali,65147,1
W,06551,60,mods,M,031930,vali,22324,2
W,06883,60,mods,M,117879,vali,63155,2
T,15661,10,sportivecasual,M,043162,vali,27062,2
W,06011,80,powersuit,W,013465,vali,9096,1
W,16032,80,bold,M,121893,vali,63396,1
W,24947,90,hiphop,M,153172,vali,64571,1
W,34487,10,athleisure,W,088804,vali,59826,2
W,03663,10,sportivecasual,W,130064,vali,63583,2
W,07490,80,powersuit,W,130783,vali,63601,2
W,25934,90,hiphop,M,042314,vali,26518,1
W,10558,50,feminine,W,131075,vali,63611,1
W,53613,10,sportivecasual,W,171919,vali,65071,1
W,17221,70,hippie,M,094241,vali,60465,2
W,14102,50,feminine,W,165569,vali,64922,1
W,13186,80,powersuit,W,116543,vali,63057,2
W,07018,19,normcore,M,120656,vali,63366,2
W,06576,50,ivy,M,059799,vali,34943,2
W,03927,60,minimal,W,086631,vali,59523,2
W,26965,90,hiphop,M,017291,vali,13773,1
W,47408,80,powersuit,W,034761,vali,23112,1
W,16247,70,hippie,M,009270,vali,4750,1
W,06576,50,ivy,M,069383,vali,50357,2
W,06000,80,powersuit,W,024299,vali,18808,2
W,47967,19,normcore,W,139435,vali,63984,2
W,08754,70,military,W,100390,vali,61322,2
W,01020,50,feminine,W,232136,vali,67867,2
W,35400,80,powersuit,W,019439,vali,15662,1
W,12413,90,hiphop,M,231740,vali,67850,1
W,05321,80,bodyconscious,W,109432,vali,62361,1
W,16121,80,bold,M,058209,vali,32864,2
W,17239,19,normcore,M,137663,vali,63913,2
W,01236,10,sportivecasual,W,092569,vali,60173,1
W,12102,80,bold,M,230294,vali,67786,1
W,05526,10,sportivecasual,W,130909,vali,63606,2
W,37014,60,minimal,W,001649,vali,681,1
W,52417,00,metrosexual,M,106069,vali,62013,1
W,18622,60,minimal,W,102097,vali,61508,1
W,13688,90,hiphop,W,004719,vali,2020,1
W,15910,60,mods,M,068516,vali,49897,1
W,21992,60,minimal,W,163376,vali,64871,2
W,15661,70,hippie,M,055651,vali,30790,1
W,24685,80,bold,M,034267,vali,23003,2
W,16747,00,metrosexual,M,040161,vali,25446,1
W,25790,90,hiphop,M,043536,vali,27294,1
T,21988,70,hippie,M,016857,vali,13142,1
W,11235,50,classic,W,122987,vali,63424,1
W,18949,70,disco,W,048023,vali,28749,1
W,28022,50,ivy,M,146120,vali,64280,1
W,21992,60,minimal,W,099620,vali,61234,1
W,30671,70,hippie,W,152853,vali,64561,2
W,04101,19,lounge,W,079762,vali,58251,1
W,12866,60,mods,M,138187,vali,63930,1
W,16915,10,sportivecasual,M,092844,vali,60215,1
W,08913,10,athleisure,W,090328,vali,59935,2
W,09156,50,ivy,M,146178,vali,64281,2
W,07187,70,hippie,M,055668,vali,30790,1
W,47408,80,powersuit,W,099797,vali,61250,2
W,40875,70,punk,W,171932,vali,65071,1
W,11423,00,ecology,W,004387,vali,2002,1
W,05653,80,bodyconscious,W,134802,vali,63742,1
W,21992,60,minimal,W,148818,vali,64398,1
W,00804,50,ivy,M,107124,vali,62155,2
W,18160,50,classic,W,214154,vali,67102,1
W,11632,70,punk,W,086657,vali,59523,1
W,15404,50,ivy,M,154085,vali,64599,1
W,06576,50,ivy,M,121694,vali,63392,2
W,33006,60,mods,M,012692,vali,7905,1
W,03624,10,sportivecasual,W,125707,vali,63484,1
W,13859,10,athleisure,W,095098,vali,60587,1
W,10455,60,space,W,131027,vali,63609,1
W,15756,70,hippie,M,106865,vali,62130,1
W,15684,70,hippie,M,046158,vali,28481,2
W,16075,80,bold,M,041353,vali,25975,1
W,24628,70,hippie,M,064776,vali,44340,2
W,05181,50,feminine,W,088769,vali,59823,2
W,15402,70,hippie,M,021934,vali,18129,1
W,23904,50,ivy,M,156391,vali,64686,1
W,00709,60,popart,W,133565,vali,63711,1
W,19960,70,punk,W,111874,vali,62596,1
W,10103,19,normcore,M,067949,vali,49717,2
W,17353,50,ivy,M,085088,vali,59266,2
W,26200,50,ivy,M,150076,vali,64470,2
W,14055,60,minimal,W,130413,vali,63592,2
W,04629,90,hiphop,M,084093,vali,59083,2
W,13656,80,powersuit,W,086658,vali,59523,2
W,17441,60,mods,M,149488,vali,64441,2
W,10429,60,minimal,W,117904,vali,63156,2
W,08115,90,hiphop,W,080850,vali,58348,1
W,17787,50,ivy,M,101919,vali,61493,1
W,56334,10,sportivecasual,W,062326,vali,40095,2
W,06000,80,powersuit,W,087055,vali,59637,1
T,06860,10,sportivecasual,M,193138,vali,66268,2
W,01234,10,sportivecasual,W,012490,vali,7658,2
W,30591,50,ivy,M,057257,vali,32001,1
W,13398,80,powersuit,W,134199,vali,63726,1
W,62313,00,oriental,W,100681,vali,61346,1
W,00492,50,ivy,M,084497,vali,59205,2
W,32257,90,hiphop,M,104669,vali,61859,1
W,11444,80,bodyconscious,W,127447,vali,63523,2
W,18213,10,sportivecasual,W,123916,vali,63444,2
W,18213,10,sportivecasual,W,132123,vali,63636,1
W,24203,90,hiphop,M,039390,vali,24912,1
W,24973,90,hiphop,M,035348,vali,23255,2
W,12304,80,bold,M,111367,vali,62556,1
W,24486,70,hippie,M,111449,vali,62566,1
W,13656,80,powersuit,W,004943,vali,2044,1
W,24883,00,metrosexual,M,149898,vali,64460,2
W,08285,19,normcore,W,023706,vali,18715,2
W,04101,19,lounge,W,026046,vali,19317,1
W,07290,50,ivy,M,084506,vali,59205,2
W,00540,90,hiphop,M,080967,vali,58361,1
W,51514,50,ivy,M,181369,vali,65491,1
W,24543,70,hippie,M,109079,vali,62324,1
W,12708,50,ivy,M,048466,vali,28787,2
W,49765,50,ivy,M,027085,vali,19745,2
W,04622,60,mods,M,046840,vali,28534,2
W,26393,50,ivy,M,011032,vali,6618,1
W,28338,80,powersuit,W,126066,vali,63493,1
W,17447,80,bold,M,084067,vali,59083,1
W,14225,50,feminine,W,013429,vali,9096,1
W,26803,70,hippie,W,155615,vali,64662,2
W,03334,90,kitsch,W,112214,vali,62625,2
W,17135,00,metrosexual,M,032511,vali,22426,1
W,34623,10,sportivecasual,W,080714,vali,58334,1
W,17854,10,sportivecasual,M,138365,vali,63934,2
W,00351,70,hippie,W,092540,vali,60173,1
W,00974,10,sportivecasual,W,131564,vali,63621,1
W,30027,50,ivy,M,149960,vali,64466,1
W,51514,50,ivy,M,174218,vali,65139,1
W,06985,00,metrosexual,M,123125,vali,63426,2
W,07187,70,hippie,M,196094,vali,66437,1
W,10781,60,mods,M,121712,vali,63393,1
W,12773,50,ivy,M,132928,vali,63685,2
W,12315,80,bold,M,147664,vali,64336,1
W,24717,60,mods,M,174203,vali,65139,1
W,10079,60,mods,M,125568,vali,63481,2
T,10510,60,minimal,W,041910,vali,26339,2
W,02275,70,disco,W,085503,vali,59338,1
W,09083,00,ecology,W,127078,vali,63514,2
W,11256,80,bodyconscious,W,103638,vali,61696,1
W,02816,60,mods,M,144666,vali,64216,2
W,12476,90,hiphop,M,111368,vali,62556,1
W,06867,60,mods,M,149018,vali,64405,2
W,27184,90,hiphop,M,045525,vali,28371,1
W,03587,10,sportivecasual,W,005038,vali,2052,2
W,00804,50,ivy,M,010294,vali,5545,2
W,00191,10,sportivecasual,W,128394,vali,63543,1
W,27750,60,mods,M,061895,vali,38363,2
W,64332,80,powersuit,W,203397,vali,66714,1
W,17747,80,bold,M,118514,vali,63216,2
W,09620,70,hippie,W,098386,vali,61104,2
W,13163,90,kitsch,W,124864,vali,63464,2
W,19352,50,feminine,W,028918,vali,20508,2
W,07074,00,metrosexual,M,016827,vali,12885,2
W,05868,50,ivy,M,094214,vali,60465,1
T,02946,90,hiphop,M,052738,vali,29753,1
W,56334,10,sportivecasual,W,203664,vali,66722,2
W,14572,50,classic,W,010778,vali,6241,2
W,51514,50,ivy,M,061638,vali,37927,1
W,12656,00,metrosexual,M,084069,vali,59083,2
W,12904,50,ivy,M,122207,vali,63405,1
W,16444,10,sportivecasual,M,137503,vali,63904,1
W,19205,00,oriental,W,019762,vali,15830,2
W,06590,90,hiphop,M,001838,vali,837,2
W,05175,00,ecology,W,127682,vali,63528,2
W,03959,50,classic,W,086514,vali,59506,2
W,28373,80,powersuit,W,045372,vali,28311,2
W,06448,10,sportivecasual,W,000832,vali,289,2
W,19356,50,feminine,W,029831,vali,20761,1
W,12453,10,sportivecasual,M,110529,vali,62465,1
W,01035,70,military,W,138262,vali,63931,1
W,00492,50,ivy,M,015069,vali,11155,1
W,15758,10,sportivecasual,M,034303,vali,23003,2
W,09877,50,ivy,M,141452,vali,64068,1
W,15716,90,hiphop,M,047110,vali,28571,1
W,25823,80,bold,M,122602,vali,63413,1
W,24770,60,mods,M,009912,vali,5272,2
W,01896,10,sportivecasual,W,133859,vali,63719,2
W,14691,70,military,W,110967,vali,62525,2
W,12817,50,ivy,M,094239,vali,60465,1
W,08115,90,hiphop,W,119634,vali,63316,1
W,15341,60,mods,M,089121,vali,59840,2
W,04678,50,ivy,M,137572,vali,63910,2
W,03685,10,athleisure,W,169872,vali,65020,2
W,54465,80,bold,M,190300,vali,66024,2
W,16732,70,hippie,M,076716,vali,55474,1
W,32136,50,ivy,M,148336,vali,64364,1
W,10079,60,mods,M,114420,vali,62868,1
W,24543,70,hippie,M,177339,vali,65276,1
W,26288,70,hippie,M,144650,vali,64216,1
W,13186,80,powersuit,W,041271,vali,25931,1
W,24747,60,mods,M,142750,vali,64132,2
W,09881,10,sportivecasual,M,149999,vali,64466,2
T,13656,10,sportivecasual,W,218908,vali,67368,1
W,10984,50,feminine,W,197753,vali,66513,1
W,07871,00,cityglam,W,123490,vali,63435,1
W,04212,50,ivy,M,140685,vali,64040,1
W,20598,70,military,W,195555,vali,66412,2
W,17539,00,metrosexual,M,111344,vali,62548,1
W,09021,60,minimal,W,084796,vali,59225,1
W,15141,70,hippie,M,109216,vali,62349,1
W,00028,50,ivy,M,113931,vali,62820,1
W,09154,50,ivy,M,155030,vali,64642,1
W,45386,00,oriental,W,062811,vali,41411,2
W,05979,00,ecology,W,134714,vali,63740,2
W,47122,80,powersuit,W,203976,vali,66731,1
W,39164,00,oriental,W,164270,vali,64893,2
W,15120,60,mods,M,087678,vali,59704,1
W,30027,50,ivy,M,145632,vali,64257,1
W,00804,50,ivy,M,015036,vali,11155,2
W,06966,19,normcore,M,144363,vali,64209,1
W,17304,70,hippie,M,077151,vali,55927,1
W,19003,50,feminine,W,035625,vali,23364,2
W,15362,60,mods,M,085970,vali,59448,2
W,23964,60,mods,M,218636,vali,67356,1
W,16295,70,hippie,M,107738,vali,62203,1
W,24517,70,hippie,M,197830,vali,66516,1
W,27184,90,hiphop,M,144510,vali,64212,1
W,04801,19,lounge,W,128487,vali,63545,1
W,05526,10,sportivecasual,W,090826,vali,59977,2
W,05562,10,sportivecasual,W,008654,vali,4218,2
W,17032,10,sportivecasual,M,121650,vali,63391,1
W,27850,50,ivy,M,153235,vali,64575,1
W,19940,00,oriental,W,042265,vali,26490,1
W,16269,80,bold,M,030713,vali,21432,1
W,15910,60,mods,M,136430,vali,63819,2
W,12342,80,bold,M,006545,vali,2486,1
T,21988,70,hippie,M,233691,vali,67975,2
W,26525,60,minimal,W,171906,vali,65071,1
W,04684,90,hiphop,M,069221,vali,50315,1
W,37404,60,space,W,058173,vali,32860,2
W,17697,50,ivy,M,087660,vali,59704,1
W,15856,60,mods,M,091565,vali,60029,2
W,06522,50,ivy,M,085055,vali,59266,2
W,29733,10,sportivecasual,W,178949,vali,65374,1
W,01387,50,feminine,W,033473,vali,22690,1
W,18094,60,space,W,092539,vali,60173,1
W,20593,70,punk,W,202943,vali,66698,1
W,15722,70,hippie,M,114205,vali,62849,2
W,10768,00,ecology,W,105773,vali,61983,2
W,15404,50,ivy,M,120707,vali,63367,1
W,44232,90,kitsch,W,207050,vali,66824,2
W,02660,60,mods,M,027078,vali,19745,2
W,18670,00,ecology,W,127615,vali,63526,2
W,17767,19,normcore,M,055656,vali,30790,1
W,48687,60,mods,M,112535,vali,62659,1
W,16104,60,mods,M,031947,vali,22324,1
W,07877,70,disco,W,031416,vali,22219,1
W,02736,60,mods,M,213568,vali,67081,2
W,06186,60,mods,M,030653,vali,21429,1
W,10112,50,ivy,M,068731,vali,49968,2
W,44789,80,powersuit,W,042053,vali,26373,1
W,13398,80,powersuit,W,064676,vali,44258,2
W,00366,60,minimal,W,025248,vali,19039,2
W,09083,00,ecology,W,153373,vali,64579,1
W,28022,50,ivy,M,147828,vali,64345,2
W,05181,50,feminine,W,135476,vali,63759,1
W,14444,80,bodyconscious,W,123529,vali,63435,1
W,03258,00,ecology,W,029410,vali,20632,1
W,11444,80,bodyconscious,W,027794,vali,20124,1
W,01179,10,sportivecasual,W,130670,vali,63599,2
W,22783,70,hippie,W,161854,vali,64828,2
W,12744,50,ivy,M,083091,vali,58839,1
W,16501,70,hippie,M,036346,vali,23471,1
W,10749,00,ecology,W,010499,vali,5682,1
W,02243,70,hippie,W,145008,vali,64231,1
W,17841,80,bold,M,116857,vali,63074,1
W,44789,80,powersuit,W,044360,vali,27856,1
W,52140,70,hippie,M,113586,vali,62790,2
W,06358,60,minimal,W,106789,vali,62113,2
W,07074,00,metrosexual,M,119835,vali,63338,1
W,08988,10,athleisure,W,133372,vali,63706,2
W,16283,90,hiphop,M,122045,vali,63401,1
W,01654,90,hiphop,M,147965,vali,64348,1
W,13010,50,classic,W,067350,vali,49138,2
W,43283,90,grunge,W,155642,vali,64662,1
W,00012,50,ivy,M,104657,vali,61859,2
W,50836,19,normcore,M,045545,vali,28371,2
W,17305,70,hippie,M,124070,vali,63448,2
T,07226,10,sportivecasual,M,224397,vali,67577,2
W,24553,70,hippie,M,143575,vali,64182,1
W,24717,60,mods,M,069022,vali,50099,2
W,13696,90,kitsch,W,129491,vali,63570,1
W,15402,70,hippie,M,045523,vali,28371,2
W,18160,50,classic,W,101241,vali,61412,2
W,37014,60,minimal,W,081556,vali,58509,2
W,24141,50,ivy,M,011574,vali,6934,2
W,28563,90,hiphop,M,146715,vali,64295,2
W,16047,70,hippie,M,140387,vali,64025,1
W,17413,00,metrosexual,M,144503,vali,64212,2
W,05736,90,kitsch,W,119642,vali,63316,1
W,17559,10,sportivecasual,M,060387,vali,35514,1
W,15244,80,bold,M,087655,vali,59704,2
W,03859,19,normcore,W,130778,vali,63601,2
W,19430,00,oriental,W,098364,vali,61104,1
W,13519,00,oriental,W,068845,vali,50030,1
W,17867,50,ivy,M,122720,vali,63415,2
W,00117,19,normcore,M,144838,vali,64223,2
W,17603,50,ivy,M,053349,vali,29960,1
W,12708,50,ivy,M,042335,vali,26539,1
W,10722,60,space,W,119221,vali,63283,1
W,14930,50,classic,W,041276,vali,25931,2
W,01559,10,sportivecasual,M,084103,vali,59083,1
T,05321,50,classic,W,226366,vali,67645,2
W,13304,80,powersuit,W,004760,vali,2026,1
W,15294,50,ivy,M,030669,vali,21432,2
W,26227,90,hiphop,M,043789,vali,27404,1
W,06985,00,metrosexual,M,233719,vali,67975,1
W,02770,90,hiphop,M,228056,vali,67697,1
W,13519,00,oriental,W,125164,vali,63473,1
W,15120,60,mods,M,034501,vali,23054,1
W,03569,10,sportivecasual,W,130039,vali,63583,2
W,09083,00,ecology,W,130785,vali,63601,2
W,13251,19,normcore,W,086638,vali,59523,2
W,23848,50,ivy,M,144240,vali,64206,1
W,08262,50,feminine,W,130075,vali,63584,1
W,24973,90,hiphop,M,142920,vali,64148,1
W,10689,19,genderless,W,109462,vali,62361,1
W,10073,70,hippie,M,000484,vali,133,1
W,18093,00,ecology,W,125963,vali,63490,2
W,01998,90,lingerie,W,112222,vali,62625,2
W,18730,50,feminine,W,029856,vali,20768,1
W,05502,00,ecology,W,063224,vali,42205,1
W,07279,80,bold,M,119324,vali,63285,2
W,03732,10,sportivecasual,W,130047,vali,63583,2
W,13010,50,classic,W,127354,vali,63521,2
W,32314,19,normcore,M,146694,vali,64295,1
W,24590,60,mods,M,159769,vali,64772,1
T,06148,80,bold,M,062227,vali,39559,1
W,09763,80,bold,M,104353,vali,61818,2
W,16341,60,mods,M,115381,vali,62941,2
W,09119,60,mods,M,022578,vali,18552,1
W,52140,70,hippie,M,175047,vali,65164,1
W,07753,70,hippie,W,112220,vali,62625,1
W,19520,50,feminine,W,112551,vali,62663,1
W,09750,90,hiphop,W,121027,vali,63374,1
W,12112,80,bold,M,085091,vali,59266,2
W,06090,10,athleisure,W,121905,vali,63398,1
W,16690,60,mods,M,198428,vali,66530,1
W,24109,60,mods,M,016161,vali,12124,1
W,14796,60,minimal,W,038194,vali,24400,2
W,41448,10,sportivecasual,W,006953,vali,2689,2
W,60184,10,sportivecasual,M,233687,vali,67975,1
W,23958,60,mods,M,117348,vali,63110,1
T,14572,19,normcore,W,226935,vali,67664,2
W,23904,50,ivy,M,155797,vali,64668,1
T,10768,10,sportivecasual,W,069555,vali,50570,2
W,35091,80,powersuit,W,152854,vali,64561,2
W,00299,50,feminine,W,063639,vali,42597,1
W,19278,80,bodyconscious,W,130028,vali,63583,1
W,16341,60,mods,M,032732,vali,22463,2
W,27819,70,hippie,M,175929,vali,65207,1
W,09877,50,ivy,M,094671,vali,60517,1
W,12304,80,bold,M,098471,vali,61109,2
W,07916,80,powersuit,W,016413,vali,12322,1
W,65122,10,sportivecasual,W,161189,vali,64810,2
W,05876,70,hippie,M,137641,vali,63913,1
W,27184,90,hiphop,M,023902,vali,18736,1
W,30559,50,ivy,M,035551,vali,23315,1
W,34487,10,athleisure,W,115419,vali,62952,1
T,02333,50,classic,W,205537,vali,66779,2
W,00366,60,minimal,W,119572,vali,63309,2
W,01294,10,sportivecasual,W,003230,vali,1513,1
